9074107	49
9074107	58
9074107	65
9074120	80
9074120	82
9074121	86
9074121	87
7448224	94
134	168
9074127	171
172	173
172	174
172	175
172	176
172	177
172	178
172	179
172	180
172	181
172	182
172	183
172	185
172	186
172	187
172	188
172	189
190	195
190	196
190	200
190	201
6469607	219
12008184	228
12008184	230
12008184	237
12008184	240
12008184	242
244	288
303	307
316	317
316	318
316	8918479
316	321
316	322
316	323
316	324
316	327
316	329
316	332
316	333
316	334
316	338
316	343
316	345
316	346
316	347
316	348
366	369
366	375
366	376
1500758	389
1500758	381
1500758	382
1500758	383
1500758	389
1500758	393
1500758	394
8918487	403
8918487	404
8918487	405
8918487	406
8918487	407
8918487	410
8918487	412
414	415
414	418
414	419
414	424
414	428
430	454
10549099	473
10549099	474
10549099	476
10549099	477
10549099	480
481	483
481	484
481	485
481	486
481	490
481	491
481	492
481	494
481	495
498	499
498	500
498	509
498	515
8918500	563
8918500	564
8918500	565
8918500	571
8918500	586
8918500	575
577	578
577	580
577	581
577	582
577	586
577	587
577	589
577	590
577	592
577	594
577	595
577	598
577	599
9053393	608
8918535	654
8918535	657
8918535	658
64580	665
64580	666
64580	668
64580	669
64580	688
64580	671
64580	673
64580	674
64580	677
64580	680
64580	683
64580	684
64580	687
64580	688
64580	689
64580	692
64580	696
64580	697
64580	698
64580	699
64580	700
8918537	706
709	711
709	713
709	716
709	720
740	742
740	743
740	747
740	751
740	757
759	760
759	761
759	763
759	764
759	766
759	767
759	768
759	769
759	770
759	773
857800	775
781	783
781	787
781	789
1033965	792
1033965	795
1033965	799
1033965	800
1033965	801
1033965	802
1033965	806
1033965	811
1033965	814
1033965	816
8918565	819
8918565	820
8918565	822
8918565	823
8918565	824
8918565	827
8918565	828
8918565	829
8918565	830
8918565	831
8918565	834
8918565	836
14338499	846
14338499	850
14338499	851
9296371	875
9296371	878
9296371	879
855	861
8918568	868
871	872
871	873
871	875
871	877
871	878
871	879
871	880
871	881
871	882
871	883
871	884
871	888
871	889
8918569	891
8918569	893
8918569	896
8918569	901
8918569	902
8918569	904
8918569	910
8918569	911
8918569	914
960062	919
960062	921
960062	922
960062	923
960062	924
960062	925
960062	926
960062	927
960062	928
960062	929
960062	930
960062	932
960062	933
960062	934
960062	935
960062	937
960062	939
960062	940
960062	941
960062	942
960062	943
945	949
945	973
945	975
945	988
945	991
945	1010
8918572	1028
1059	1061
1059	1062
1059	1066
1059	1069
695740	1084
695740	1085
8918581	1101
8918581	1102
8918581	1106
8918581	1107
8918581	1110
8918581	1112
8918581	1113
8918581	1114
8918581	1117
1164	1168
1164	1164
1164	1177
1193	1194
1193	1197
1193	1199
1193	1204
1193	1205
1206	1211
1206	1216
1206	1217
1206	1218
8918623	1221
8918623	1224
8918623	1228
8918623	1229
8918623	1232
8918623	1233
8918623	1235
8918623	1236
8918623	1237
8918623	1240
8918623	404
8918623	1241
8918625	1249
1251	1252
1251	1255
1251	1256
1251	1257
1251	1258
1251	1259
1337	1339
1337	1343
1337	1348
1337	1349
1337	1350
1337	1357
1337	1358
8918655	1439
8918655	1440
8918655	1443
8918655	1445
8918657	1448
8918657	1449
8918657	1452
8918657	1454
8918657	1455
8918657	1456
8918657	1457
8918657	1458
8918657	1459
8918657	1460
8918657	1461
8918657	1462
8918657	1463
8918657	1069
8918657	1464
8918657	1465
47718	1469
47718	1472
47718	1472
47718	1473
47718	1475
47718	1477
47718	1478
47718	1479
47718	1480
47718	1482
47718	1484
47718	1485
3893559	1487
3893559	1489
3893559	1491
3893559	1492
3893559	1493
3893559	1495
3893559	1496
3893559	1501
11498811	11498812
11498811	1536
11498811	1539
11498811	1540
3685242	1550
3685242	1551
3685242	1552
3685242	1553
8918674	1673
1054991	1626
1054991	1629
1054991	1631
10166220	1633
10166220	1635
8918718	1670
8918718	1671
8918718	1673
1677	1683
1677	1691
1677	1693
1677	1696
1677	1697
1677	1698
1677	1702
1677	1704
1677	1713
1677	1714
1677	1717
1718	1719
1718	1721
1718	1722
1718	1724
1718	1725
1718	1726
1718	1727
1718	1728
1718	1729
8918719	1739
8299611	1747
8299611	1748
8299611	1753
8299611	1755
8918722	1804
8918722	1806
9054621	1812
1817	1906
1817	1822
1817	1823
1817	1825
1826	1828
1826	1830
1826	1833
1826	1835
1826	1837
1826	1838
1826	1841
1826	1843
1826	1844
1826	1846
1826	1850
1826	1859
1826	1861
1826	1862
1826	1869
8918728	1884
8918730	1888
8918730	1896
1906	1908
1906	1909
1906	1911
1906	1915
1258333	1926
1258333	1929
1258333	1930
1258333	1931
1258333	175
1258333	1932
1258333	1933
1938	1939
1938	1941
1938	1942
3571599	1956
3571599	1957
3571599	1962
1964	1977
4329218	1983
1987	1989
1987	1990
1987	1991
1987	1995
1987	1996
1987	2000
1987	2001
1987	2002
1987	2002
1987	2002
1987	2003
1987	2004
2006	2007
2006	2006
2006	2120
2006	2032
2006	2046
2047	2055
2047	2056
9070367	2077
9070367	2082
9070367	2084
9070367	356
9070367	2088
9070367	2091
9070367	2092
9070367	2096
8918753	2102
8918753	2105
3695299	2113
3695299	2117
3695299	2120
3695299	2121
3695299	2123
2133	2231
2133	2136
2133	2234
2154	2142
2154	2143
2154	2146
2154	2148
2154	2149
2154	2150
2154	2151
2154	2152
2154	2153
2154	2154
2154	2155
2154	2157
8918757	2257
8918757	2283
8918757	2284
8918757	2285
8918757	973
8918757	2289
8918757	2292
8918757	988
8918757	2293
8918757	991
8918757	2294
8918757	2299
8918757	2300
8918757	2302
8918757	2303
8918757	1010
8918757	2200
8918757	2207
8918781	2213
2231	2234
2231	2236
2231	2237
2231	2240
2231	2241
2231	2242
2231	2245
2231	2246
8918783	2248
8918783	2249
2251	2252
2251	2253
2251	2254
2251	2255
2251	2257
2251	2258
2251	2260
2251	2261
2251	2262
2251	2263
2251	2264
8918785	2274
2278	2279
2278	173
2278	2281
2278	2283
